Date,portfolio_returns
2000-01-03,-0.018285866281197643
2000-01-04,-0.02684897799967147
2000-01-05,0.005434673463036652
2000-01-06,0.005107189443608904
2000-01-07,0.024762262830235485
2000-01-10,0.008557864655950074
2000-01-11,-0.011092861826682784
2000-01-12,-0.002394991697445954
2000-01-13,0.01651691697941089
2000-01-14,0.0030913017004756014
2000-01-18,-0.003958416479726998
2000-01-19,0.0019593953228863653
2000-01-20,-0.007752142939891349
2000-01-21,-0.002940395141968603
2000-01-24,-0.018368397798722194
2000-01-25,-0.0052665887691645125
2000-01-26,0.0027655847573286587
2000-01-27,-0.007037089406896532
2000-01-28,-0.02080282347216662
2000-01-31,0.006779632563345597
2000-02-01,0.007112549661007642
2000-02-02,0.0015637277597113021
2000-02-03,0.011570005048965996
2000-02-04,-0.0021235094185638155
2000-02-07,-0.0024460265253032267
2000-02-08,0.0034476116965823124
2000-02-09,-0.01401395182819436
2000-02-10,-0.003358587435443653
2000-02-11,-0.014025262968757097
2000-02-14,0.0008784723028736196
2000-02-15,0.007232122911585183
2000-02-16,-0.003879236545117659
2000-02-17,0.002698255991580208
2000-02-18,-0.022257284514686185
2000-02-22,0.0016448127018869343
2000-02-23,-0.00022404085663697582
2000-02-24,-0.009749430037717843
2000-02-25,-0.010446101357158264
2000-02-28,0.009397075384581562
2000-02-29,0.012878390352524846
2000-03-01,0.0051062002951435875
2000-03-02,-0.004140291049029262
2000-03-03,0.014136217541965689
2000-03-06,-0.01006130438775255
2000-03-07,-0.0202446014712527
2000-03-08,0.0010669920015424312
2000-03-09,0.01630843776024236
2000-03-10,-0.004392420095113921
2000-03-13,-0.0074296001350776675
2000-03-14,-0.01480815127624895
2000-03-15,0.029880015118278716
2000-03-16,0.05638647627614497
2000-03-17,-0.009472222868236492
2000-03-20,-0.009745399225862053
2000-03-21,0.017526709998903295
2000-03-22,0.005452564627899599
2000-03-23,0.011035360507977916
2000-03-24,0.0004900888544037609
2000-03-27,-0.006860640190419527
2000-03-28,-0.006459225803639905
2000-03-29,0.0015905335452067754
2000-03-30,0.003727698224998854
2000-03-31,0.015787396377766355
2000-04-03,0.0017113107614907192
2000-04-04,-0.0032031043914991586
2000-04-05,0.010161635947774484
