,mega_portfolio,large_portfolio,mid_portfolio,small_portfolio,micro_portfolio
2015-01-05 00:00:00,-0.020738457114435553,-0.017735189656909057,-0.022764601037403173,-0.021818227387130688,-0.018616766087168713
2015-01-06 00:00:00,-0.00949086559783566,-0.007760021555801522,0.0020664566683810046,-0.017738508007214833,-0.017479250041113857
2015-01-07 00:00:00,0.008611359905548269,0.013438405118341934,0.017102738982116363,0.010868982018801064,0.009259164618767544
2015-01-08 00:00:00,0.018499667857461047,0.015096260450171978,0.015100485846653106,0.010680160039814163,0.01703926529877862
2015-01-09 00:00:00,-0.009793995169780502,-0.008899257046827497,-0.00890571057113688,-0.004183237381261968,-0.010811299563231382
2015-01-12 00:00:00,-0.012125077686550755,-0.005083170542773102,-0.02901014655850549,-0.011307535322110453,0.004673156423733398
2015-01-13 00:00:00,0.0016777530166653145,-0.002027126847093988,0.006315405207269777,0.002790898495301406,-0.008920762980181353
2015-01-14 00:00:00,-0.00795483379277895,-0.006173642472319745,-0.006308814615527791,-0.015697249906343164,-0.003961818083565018
2015-01-15 00:00:00,-0.0056513919771473955,-0.0034676677902121446,-0.00491669732599981,-0.011811796296939339,-0.018570965090173884
2015-01-16 00:00:00,0.01248834058513293,0.007352167615251343,0.02425824112717732,0.023274365064393236,0.013861712381892898
2015-01-20 00:00:00,0.006384526022813935,-0.0008612571197726967,-0.006979344547145321,-0.015916358216909048,-0.01721372386828333
2015-01-21 00:00:00,0.012453578279886694,0.011809807564572289,-0.0176868324610731,0.0022924611700915944,0.007776805281807137
2015-01-22 00:00:00,0.018796908964304575,0.010427056437215795,0.014265052912681216,0.029393644151871148,0.002899868869508188
2015-01-23 00:00:00,0.0011186914301431674,-0.002526129812395565,-0.004024042110655097,-0.01714363056893664,-0.003503193509600905
2015-01-26 00:00:00,0.0007596891535454925,0.00682196562699268,-0.011492016902623754,0.01094857282732526,0.020320333703750283
2015-01-27 00:00:00,-0.020036346136661668,-0.011643921263637246,0.016299318608720643,-0.008133924746174736,-0.00728767485001566
2015-01-28 00:00:00,-0.012776424532549725,-0.012974993886717032,-0.011751604543312628,-0.029714828455608484,0.00021454964770869993
2015-01-29 00:00:00,0.01122583426763064,0.0033093286919203494,0.008900066570363806,0.021525348816897744,0.014201766341450055
2015-01-30 00:00:00,-0.0035217809622196936,-0.017459291577075316,-0.00879222573019305,0.00218912786531352,-0.003243696813240461
2015-02-02 00:00:00,0.011544167122766933,0.01603888748626774,0.00685578700696189,0.02546827070186816,-0.002711505265455067
2015-02-03 00:00:00,0.013888548411798058,0.018854132584065705,0.013172989863080119,0.029072644977687703,0.004944468094914529
2015-02-04 00:00:00,0.0011358329919479275,0.0005011680182199304,-0.0010458037938117037,-0.00942906525484603,0.0052746695158425415
2015-02-05 00:00:00,0.010670326910622,0.018342484728693185,0.007462607663662269,0.021167485486779814,0.01083049692013962
2015-02-06 00:00:00,-0.0066634591423404416,-0.007406918007517958,-0.002707294472781099,0.004633294782870641,-0.006271813108611458
2015-02-09 00:00:00,-0.005074941782173345,-0.003412040992272183,0.002333113562045472,-0.007416045536670827,0.007282482698723353
2015-02-10 00:00:00,0.012915464040890884,0.007333387831356145,0.0021252299177799065,0.005940123416293501,-0.0034654585981419156
2015-02-11 00:00:00,0.0009425557497961331,0.0028393956302954207,8.305949817084216e-05,-0.027417208065744728,0.001873283616516018
2015-02-12 00:00:00,0.010540531921768126,0.013655130820986298,0.017310741253009663,0.03580932244293914,-0.0007152316326369156
2015-02-13 00:00:00,0.0035165059254991535,0.005564470737924367,0.005614344335768841,0.008811586423743765,0.001864582349759403
2015-02-17 00:00:00,0.0012227453845984784,-0.0006805541900612621,0.0002995891248872918,0.004640895739791378,-0.005933078414129018
2015-02-18 00:00:00,-0.001650227673013151,0.000984709279681879,0.25881918640208695,-0.010869165022245391,0.005264854612685478
2015-02-19 00:00:00,0.0016360584447218847,0.000731172361199647,0.005824322536047643,-0.0027157082881511543,-0.002231534574812706
2015-02-20 00:00:00,0.007130787552268031,0.0034367821367517013,0.008736656894601718,-0.001175554919980284,0.00012341879822768775
2015-02-23 00:00:00,-0.004504116889731352,-0.004295674079218009,-6.682664425646415e-05,-0.002691908583267867,-0.00208759102831744
2015-02-24 00:00:00,0.003346216563494138,0.00706482126286485,-0.009240971931866702,-0.003980933749525978,0.022036723200754612
2015-02-25 00:00:00,0.00037282849785192414,0.0036271005553844366,0.0029002798593258283,0.002267069489683458,0.00030497618018119564
2015-02-26 00:00:00,0.008520226391912779,0.0005800985907599317,0.0006407440161885527,0.0016263407595513235,0.0024925663032508982
2015-02-27 00:00:00,-0.006761408680239361,-0.001805950048118507,-0.002031322780472896,-0.011851455150243847,0.0011185249431468704
2015-03-02 00:00:00,0.00733120206428247,0.006922676565075567,0.017486125171493498,0.006603871947056705,0.00969866523395236
2015-03-03 00:00:00,-0.005569185380254395,-0.007682855726318483,0.0023899435605441565,0.00014576824500056433,0.01107432729362872
2015-03-04 00:00:00,-9.121306636037199e-05,-0.007546884159102625,-0.04569473717009333,-0.01031509349508506,-0.007189552467148087
2015-03-05 00:00:00,0.0043117540465886115,0.001901776276326429,0.006961173216072105,-0.0027941678092959655,0.01319298234896684
2015-03-06 00:00:00,-0.018276931932032968,-0.01508039227706612,-0.005228617279419659,-0.013037799476766998,-0.00268854591535537
2015-03-09 00:00:00,0.00020227365609616142,0.0011575870572992448,0.006412293636245948,0.01646243026626786,0.004511884111227173
2015-03-10 00:00:00,-0.016952112201728917,-0.01901669745522812,-0.015030048812502802,-0.013347653903324668,-0.0013867691484014258
2015-03-11 00:00:00,-0.002312030731966023,-0.002010433386780506,0.004324344388335073,0.007888528665043325,0.002101749449574232
2015-03-12 00:00:00,0.009443504819732352,0.012103841292534182,0.010823960093232506,0.02202936233820943,0.010837438093059
2015-03-13 00:00:00,-0.004951746550116925,-0.010295105721182026,-0.00779851283317279,-0.0010749286449365926,-0.006259803864635815
2015-03-16 00:00:00,0.012540644239119946,0.009433684416257984,0.018033513141240968,0.002918387310111813,0.024330836191773165
2015-03-17 00:00:00,-0.002915013329151463,-0.0008191110810171725,-7.14425497548447e-05,-0.005572180619645848,0.005289532365658544
2015-03-18 00:00:00,0.013310188269902106,0.014290151626440869,0.013112388672481696,0.007992959800057748,0.017501131292630624
