,mkt_beta,smb_beta,hml_beta,wml_beta
DOC,0.9059305993641458,0.13554313726615308,0.4981316239918844,-0.16085763958593735
DOV,1.038662219989234,0.19060552236245026,0.3693988222202802,-0.09108644097440265
DPZ,0.7567121082339957,0.31650619383618595,-0.16939356507193806,0.009611228246747566
DRI,0.940662129768083,0.2861154606923361,0.40514083318639993,-0.09251392895862173
DTE,0.6166128982974959,-0.19161843177315568,0.35688252790087904,0.0412783347684628
DUK,0.5444397283595915,-0.3473792575932536,0.23258603464637587,0.0349251325307714
DVA,0.6442627727672,0.1914190564654349,0.11431564364933933,0.04775465193221805
DVN,1.1558949947922033,0.38135390307715933,1.0736050635895913,-0.039058331858743876
DXC,1.1963694213048368,0.3693849050345485,0.5193037521333452,-0.10820217452818252
DXCM,1.1019164529776837,0.5107914087981336,-0.5276475428506324,-0.028035269846946258
EA,0.9264639464540667,0.012700397793074837,-0.28216625131960915,0.07769217970786867
EBAY,1.0624207796978968,0.1389086703706279,-0.3796332076682055,-0.10091211669711897
ECL,0.8767451495045312,-0.09974222333960922,0.08636750794797714,-0.06697620340569213
ED,0.43741159035748367,-0.3403887867845864,0.20338322725108363,0.048912221038248
EFX,0.9145801968220074,0.06789573581949368,-0.06733949364565475,-0.0915873201059884
EG,0.7899613488026493,-0.1423738020378024,0.5186213099296508,0.07777339932806082
EHC,0.8633252959480094,0.31759222587358116,0.2535960620373809,-0.046773618113837255
EIX,0.691739224055959,-0.28631950509877785,0.30657245664800703,0.015081907730996057
EL,0.8699609338512699,0.027805956841022945,-0.02780107090351644,-0.13207227852069586
ELV,0.8467687913645976,-0.2540110632469235,0.2524580394248976,0.10590276868668258
EMN,1.059026929550036,0.21785677680724203,0.5843378869915576,-0.1186707119272212
EMR,1.034532776604758,0.07153337194304442,0.4611393892310332,-0.055085217263773925
ENPH,1.4190250585548028,1.5152686887364917,-0.5233814860347289,-0.023738443935994127
EOG,1.0318407962483456,0.17814153165129037,0.9230326724692661,0.01448760959787232
EP,0.31026975786930805,0.5841337780331428,0.3297052646160595,0.09178072588385024
EPAM,1.245884527105292,0.3049914044061886,-0.5206396002497439,-0.07382849253208551
EQIX,0.9754772179817955,0.052948874791930396,-0.29022612309659845,-0.04752185571984872
EQR,0.8821497334875154,0.09913717516030296,0.5147605781468455,-0.17167731744622877
EQT,0.9149706229541879,0.23880660553569089,0.699759251533827,0.08436298410847498
ERIE,0.6606133982273711,-0.012260613200572548,0.22253796257916567,0.08615341517260992
ES,0.5687209241837763,-0.23559054636871424,0.15549582288909117,0.05964468900758289
ESS,0.8139728532228201,0.1601586293233897,0.3998176856576914,-0.09610605426759337
ETN,1.0921493348195785,0.1081710185605337,0.37880026539134515,0.029336014156511558
ETR,0.6159054022158961,-0.32771227838295613,0.29343626286089686,0.09858459416666557
ETSY,1.246121255945897,0.9282647449681393,-0.9919723652359715,-0.13455564885877896
EVHC,0.7213576223664188,0.7323170802185865,-0.1403895487234143,-0.08686736217638613
EVRG,0.6300891613814218,-0.15746537563690632,0.2641496736566703,0.036733205226090734
EW,0.7841872907656208,0.015162706712341826,-0.3093288346904178,0.0019471480618426691
EXC,0.6965856070079858,-0.2885486827091981,0.28294615582930854,0.04171978158037067
EXPD,0.9025804919074267,0.13340361247559465,0.04468163288100985,-0.062290247261502354
EXPE,1.132817373299062,0.40134656353637943,0.09639359263098629,-0.2802994999057785
EXR,0.8524643182699374,0.10434307942096202,0.18028361290666245,-0.11322772275704579
F,1.1084581705754184,0.270961550141275,0.5479308972563327,-0.2470723406725791
FANG,1.237070217604919,0.4416282789865674,1.3221544458702126,-0.14306328784100458
FAST,0.9854581000284928,0.11452781325180139,0.0769670908256434,0.005163563251670156
FCPT,0.9391520230444329,0.1727154661604286,0.4521435333808216,-0.07496678265261097
FCX,1.4246771455243286,0.4131081225736438,0.5987513042223372,-0.08812652378791885
FDS,0.924599908991229,0.10261794220416288,-0.04083044484930728,-0.0031727260592753284
FDX,0.9838185170663541,0.22193635219468408,0.22545778365508976,-0.1152331021730475
FE,0.6409489998794022,-0.3072645513958373,0.20042024608920728,0.05480133367654067
FFIV,1.1153519364010893,0.5144939328101024,-0.3748488391215473,-0.13852180453145385
FHN,1.166355545727979,0.35029299589621854,1.408134178037131,-0.1642984672952705
FI,1.0094765804224146,-0.10750059392448993,0.05204296745871124,0.03480731680536351
FICO,1.1235997328415785,0.361193440394331,-0.07129788512951903,0.017571919427002012
FIS,0.9558962377853255,-0.05269550791791422,0.08945482287680372,-0.027841594041870248
FITB,1.3875930060482942,0.050501300775180336,1.4494686906144831,-0.27503099576268997
FL,0.9118413952953268,0.7846581743445498,0.5025972769341638,-0.23095104920861326
FLR,1.2575043259729743,0.8190719171505724,0.8874543148021552,0.00517816118311892
FLS,1.1878715542309075,0.43659621557616657,0.6366463408832094,-0.1918364388499114
FMC,1.0667925727967336,0.22183568269327594,0.4599674031234163,-0.004844061969964993
FMCC,0.9121362040084586,-0.08866699933630952,0.5826919510821,-0.3318779893723139
FNMA,0.9023475504944313,0.0007867601415443987,0.5829867077126034,-0.30571823981491886
FOSL,1.014292424531346,1.5665509914863125,0.3479938432862416,-0.5560178946286586
FRT,0.8377006767591573,0.36468411385051847,0.6367733188634139,-0.21014613984130986
FSLR,1.1536269713270222,0.6610822800127244,-0.11364991841022531,-0.08537189711521019
FTI,1.1938770667532435,0.48152941445383973,1.0401881799682076,0.02023860963291208
FTNT,1.1780692477196313,0.08269142635387994,-0.6129649975049556,0.048196972265992954
FTV,0.9853181972842873,0.1252991495686139,0.24881752010910368,-0.09568822673912841
GD,0.759175076298291,-0.057428481041856425,0.37601552986068554,0.046943898041563195
GDDY,1.035881569921452,0.18240389483497166,-0.3497854250934434,0.09896797774767319
GE,1.0729320771241782,-0.03409768934440865,0.46685896221411016,-0.19739307163181682
GEHC,0.8729220730542272,0.13106713287387856,-0.11752845442269112,-0.23721666968850486
GEN,0.8688367033903273,0.1232128493987098,-0.156789280260031,-0.05746601732269556
GHC,0.7061069980901339,0.44668217441669733,0.4538120103271518,-0.018607705625367406
GILD,0.7687113961995813,0.02274114729594827,-0.17450598877360618,0.05062428807746139
GIS,0.38133016823327714,-0.32293255546420885,0.11515864701424558,0.08719785256229515
GL,0.9980053519326728,-0.1299456199973969,0.8362554872335662,-0.05213863030502923
GLW,1.2070417743804072,0.18373152296025083,0.047613124035698035,-0.11730003895382679
GM,1.1748209508174123,0.374426586499071,0.5990546676437903,-0.20612331174540072
GME,0.9119097036792603,1.5652437376287427,0.12242489711571473,-0.32929674639454276
GNRC,1.2362536765012337,0.8176145412851307,-0.30562763449049435,-0.16609558372015193
GNW,1.5947420589638774,0.05345715201324965,1.025560226120374,-0.23031173062510368
GOOG,1.083801255807181,-0.20046275756464355,-0.40800475315924417,-0.03726292607469385
GOOGL,1.0872565298916177,-0.1995248536545228,-0.410466826459042,-0.026965007100460375
GPC,0.8010004624646698,0.15543706760439235,0.3785250803432976,-0.0037556453133104524
GPN,1.0334329388614771,0.20914276313914276,0.06610455140999957,0.0029981784771495913
GRMN,0.890912853977825,0.2896032635802941,0.044784508768541176,-0.044788185036894655
GS,1.2523678557788154,-0.0686355466851006,0.6812549822808648,-0.11042741313920304
GT,1.3439685815321736,0.66699468807133,0.6427238831023933,-0.41115191663496325
GWW,0.8751801324659574,0.057931447804127324,0.2710129867255118,0.045297028029842104
HAL,1.2588754090414582,0.29775395589924886,1.0888583142909463,0.0004929047791062844
HAS,0.799566983059484,0.22138983910507748,0.08553548264786166,-0.141168856845779
HBAN,1.2432598233642955,0.10578766904769213,1.4759129263881903,-0.3413494941133384
HBI,0.9499041855525383,0.8544458055325077,0.48347270629487377,-0.29230555408251147
HD,0.9793883374119574,-0.03430952165869474,0.029673305439238032,-0.03184506163211048
HES,1.1566828040379018,0.08540005035199136,0.9744298898031878,-0.030852633358165175
HIG,1.2578783045356272,-0.18522345720006955,1.1151543998486146,-0.20911198738225578
HII,0.7664350383349356,0.12235650237167325,0.5062436661452735,0.04614249977271703
HOG,1.1892517603503423,0.5389038814895918,0.5398516255071446,-0.23208326889997008
HOLX,0.8719875754665709,0.25974380065702873,-0.06302452347196952,0.0735116329048166
HON,0.9918544960408853,-0.0897621676655207,0.2724744724628899,-0.08687624799580289
HP,1.2487517650105528,0.5376129466445454,1.145646867886193,-0.04052703460398642
HPE,1.1547665355552839,0.18648799475788427,0.5619909661842872,-0.029599010431469293
HPQ,1.0864944852451186,0.18076635586662895,0.03766348721760158,-0.13018942464828398
HRB,0.8420577321301761,0.12312014710029968,0.39744015946379907,0.0033275216488842553
HRL,0.4155682971747751,-0.10652818329497932,0.09925402190416889,0.06901153950593708
HSIC,0.720264609316241,0.19375034711280004,0.25460215819236703,-0.014830860210622604
HST,1.2057442570357564,0.4680381048251239,0.80201766589617,-0.3140099085977295
HSY,0.500915813031567,-0.2627715294973073,0.16354013776912438,0.09659656458953864
HUBB,0.9528567759187488,0.2485194621257686,0.34826134404009446,0.05829768796157683
HUM,0.7894941818491343,-0.1220508528183924,0.22088632954594573,0.11291423139276327
HWM,1.256597822309966,0.2582946647761921,0.7519634465560039,-0.0631911089933873
IAC,1.0514574101564025,0.3630916436253053,-0.43997698712666305,-0.0164178180449987
IBM,0.8082476733937031,-0.13924541087546694,0.136734800093845,-0.05332457335748358
ICE,1.044308581671697,-0.22016180796313173,0.15334348809608347,0.04012515744921385
IDXX,0.9114171507417044,0.16555548011635837,-0.4803347573876632,0.007521689362138803
IEX,0.9182772719905817,0.36958141457621985,0.22803786972698514,-0.021969566322931233
IFF,0.7976399796717191,0.034452022112315815,0.13300523183800417,-0.07545648033851365
IGT,1.2311187555401222,0.6716320997695748,0.4541515936350331,-0.20205570261242972
ILMN,1.0878342286500136,0.662353002722175,-0.6379355039262208,-0.11148847554963835
INCY,1.1530675868634581,0.7122048025084472,-0.32009784122278945,0.07110012929138448
INTC,1.2285114868968479,-0.08276245500466486,-0.28553655816478446,-0.09227731172466258
INTU,1.1797836239227517,-0.004783148741655682,-0.6035842799142745,-0.03755062796163826
INVH,0.8575721863817847,-0.02213394573252936,0.13330959531998846,-0.044682209330842354
IP,1.0376646431687342,0.07934694255329003,0.6217955406398413,-0.15865934646177068
IPG,1.1223431561996247,0.19825679470880184,0.4455148836196522,-0.16927780209809143
IPGP,1.093543592815708,0.7032045289332174,-0.1804658434000697,-0.06040689956104786
IQV,1.0768308299477822,0.18483633477551148,-0.08277370155644415,-0.04647048426790122
IRM,0.7649583873344312,0.14155584924505588,0.16526233621832764,-0.05992510184834593
ISRG,1.1200657592851884,0.16057164020337406,-0.3179237029454438,0.03994014977514516
IT,1.0026939773616337,0.3797743842241059,0.011072159134615909,-0.01875779296930025
ITT,1.0541397066171985,0.3505936864534184,0.4272442017605729,-0.06118476693762168
ITW,0.9313137234979543,0.006854445022954805,0.29112382026070327,-0.06323485779641923
IVZ,1.5169428044313125,0.25180621739963344,0.7336195285513575,-0.2290128423415663
J,1.1118002589504394,0.1587006248267171,0.4079549613722018,-0.010538622075343573
JBHT,0.9080651467605465,0.32648840055565365,0.22005653545430948,-0.08620165725133076
JBL,1.3772017219810335,0.4964762760663446,0.04743247412495114,-0.1456814260191604
JCI,0.9467734009674825,0.10566917721387284,0.24785934071602334,-0.1100779319268285
JEF,1.1798581430724915,0.2753334111991987,0.7238641804677433,-0.16654024220500757
JKHY,0.8368999231039971,0.11108979242256818,-0.006637990591620624,0.05337640017789008
JNJ,0.529011422433417,-0.3560952033037497,0.06480828459736913,0.03516517757935454
JNPR,1.1094756570588062,0.18141081956041938,-0.2687026729404701,-0.19098985607190203
JNY,1.2863527953278728,0.8299611736155816,0.749587447684922,-0.4004389314969619
JPM,1.2721331824443745,-0.28151930265709213,0.9658242397895546,-0.19466900704429738
K,0.40313600773156505,-0.31094233859322296,0.156991384120102,0.05242405164298718
KBH,1.344716220832102,0.8269518898845962,0.5026489791784094,-0.08677864713548529
KDP,0.5390006607283708,-0.07920316519332798,0.10099280144644009,0.07763775645343693
KEY,1.383555155050909,0.14837574371719384,1.542857709977677,-0.22943502479605898
KEYS,1.0448516537400272,0.34010871019655475,-0.1717519292192592,0.026679841681676333
KHC,0.6193811262386553,-0.36088641589005144,0.36593203385195544,-0.01873543447048079
KIM,1.0088453872858396,0.3908434579720109,0.8373016115751386,-0.332996852503192
KKR,1.3714332936804596,0.20338763799948947,0.13931964432599417,-0.06488168356396874
KLAC,1.446329346017594,0.23574438483328589,-0.4792724755394522,0.019619504044422077
KMB,0.4747955079450204,-0.35708419079147413,0.07747011595555728,0.037827041584272095
KMX,1.0868985569749006,0.48976286683463766,0.2735530990838686,-0.2203456331646154
KO,0.5478459434409808,-0.33728144226481843,0.1422352058814888,-0.014557217954845915
KR,0.48095512541935354,-0.1302315772751929,0.18874909939842416,0.08906900999397604
KSS,1.010330236623257,0.7718523805038648,0.5645555539753024,-0.4015470579127659
L,1.0105092832937985,-0.11952312001054181,0.7706870260408344,-0.024809663399737978
LDOS,0.7280743524146714,0.08954692637259858,0.2031059013785556,0.14868120390164455
LEG,0.965493685496178,0.4571396464191895,0.5734666104990543,-0.17094630242720166
LEN,1.273329200248654,0.5230278534383564,0.4355193022705942,-0.1801890710853381
LH,0.7239634327223495,0.09164553890579587,0.07080019927367548,0.053902136049670105
LHX,0.8104902636192273,0.11330823118676042,0.23443015529418926,0.044079515538493125
LII,0.9082726009884821,0.44924817230809116,0.1287805978264982,-0.022682689913792235
LIN,0.9145168980513882,-0.1883219932009811,0.1507540422542684,-0.019694925392411355
LKQ,0.9656533890817134,0.46723957949620976,0.3708453078676416,-0.012822492398057456
LLY,0.7114841457018507,-0.38676606521999735,-0.10806432854658882,0.10665042442910735
LMT,0.6177445982315447,-0.224864671351574,0.2824216021220464,0.11735455917851928
LNC,1.7253148324905832,0.05251903869754584,1.4296540853104327,-0.30763104969953514
LNT,0.5878578703554297,-0.22766247840556847,0.21950395580184295,0.04934999958671089
LOW,1.0284016195226071,0.07509512590968252,0.08988513063941367,-0.01920925889461076
LPX,1.402389565833168,0.7720776125029294,0.592189395023911,-0.11436025581575768
LRCX,1.5383289333522063,0.35136326198864604,-0.44947296546609805,-0.020006106204552204
LULU,1.1765793152503885,0.5214602032174182,-0.2937632097497339,-0.06682179622652401
LUMN,0.8297551615216862,0.32772904643969214,0.4365912419426978,-0.17583198814066028
LUV,0.910989575105331,0.3850883337298885,0.42668162584773284,-0.1742075704014584
LVS,1.247028286059487,0.44462998476313687,0.32625390077782024,-0.3777654950355347
LW,0.8344159310781856,0.1496564465053588,0.3204579387862852,-0.07316979495641858
LYB,1.1825253102361668,0.2125536184319183,0.877679635982103,-0.11741716250186478
LYV,1.1962864904804842,0.6263815954265259,0.3117309245597865,-0.23539116416452716
