,mkt_beta,smb_beta,hml_beta,wml_beta
SYF,1.3921342837139676,0.4116966771128536,1.006521441195507,-0.1198410121809819
SYK,0.962599357897249,-0.1773284069257438,0.018736864402637957,-0.0814729635421413
SYY,0.8967109443643152,0.10148372200859498,0.5199020108603852,-0.12080481491880704
T,0.5962927179597992,-0.2904594550059124,0.4145624633509262,-0.17841357116471412
TAP,0.6669225395273055,-0.05342076598950383,0.5752696822838483,-0.14465875121023425
TDG,1.1484979551500878,0.26161977429511557,0.39366046777510033,-0.015893896988638342
TDY,0.9709265812163809,0.26955205106032204,0.30891931342498297,0.024536599484369138
TECH,0.8356174511225765,0.6125569679290173,-0.438444576237302,-0.060045078368269195
TER,1.4510069413632423,0.47768362203965575,-0.297738742820649,0.10652480386871327
TFC,1.2351115429198645,0.2978502368913647,1.1532110592213534,-0.15108080165766247
TFX,0.8565314804887413,0.087555923187602,-0.030633387542992965,-0.13128207847923207
TGT,0.7730153761207843,0.15187938515951363,-0.03354088299142907,-0.15914406409268583
TJX,0.8926473133967,0.0754122361467619,0.23465680207882372,-0.09301949319114806
TPL,1.0367265302183357,0.5487504516298112,0.8296168835890543,0.16193269491176548
TPR,1.3012390224190695,0.49581746417633354,0.5228163295770788,-0.30121991428820216
TRMB,1.1727503215772104,0.5543480096373602,-0.009770212283838377,-0.1283501062857195
TROW,1.2373443539086098,0.061693672689330376,0.1135327670831261,-0.2360699127159261
TRV,0.8185882212487037,-0.15302786122019083,0.6916797952711253,0.10630405302828896
TSCO,0.773132815497028,0.24665367291778012,-0.03108868422186705,0.10734294914247342
TSLA,1.4876850343783337,0.6079174425101028,-0.7189702471426757,0.0029934175075542364
TXN,1.1416689385806296,0.10309021884167628,-0.07538813758082787,0.050142552882538736
TXT,1.2067159813142712,0.2342848656268663,0.6665337803377854,-0.1564996105080237
TYL,0.8509686953805756,0.2479643665127499,-0.5750511945761425,-0.06511062055741801
UDR,0.7759340351409816,-0.02637819433641285,0.25651258747064737,-0.19884919324177147
UHS,0.9807485210370148,0.2968719244536432,0.45779709954721853,-0.10051016808162339
ULTA,0.9931341981727873,0.3582903577426684,0.24102941263977645,-0.09781504726997492
UNH,0.8107689727999028,-0.30689164984409073,0.21692945997536728,0.09891060268017207
UNP,0.9050218622138632,-0.022814841543932644,0.45038189134316703,-0.03209524493784119
UPS,0.8257385084077007,-0.07139781505488058,0.1131202455952521,-0.12215715483983683
USB,1.112432164874709,0.12302450484131283,1.0628878281127507,-0.1723648761096498
V,1.024074815593864,-0.3048214997925559,0.066132770234436,-0.01715534073458026
VLO,1.1282995896752261,0.09562077874832173,1.1610194223997363,-0.003770848091067938
VMC,0.941623443292774,0.36947490171686237,0.36900228862856443,0.010223187206200114
VRSK,0.7940026061033704,-0.25400263950653007,-0.16043690707209185,-0.006112913970053584
VRSN,0.9198789583244537,-0.1528824002463417,-0.28195190740561604,0.005717985648967305
VRTX,0.8056885194125101,-0.08387157387678149,-0.2398241660259245,0.10548499599515404
VTR,0.9230280721539683,0.1368911031268027,0.5235029054442564,-0.2240401934700753
VTRS,0.8026793520425537,0.3024698799400108,0.3212507723926062,-0.1877665428752381
VZ,0.44156786102379,-0.347065406730658,0.23669189169215582,-0.10180915088325883
WAB,1.019855184698988,0.39911697621887193,0.5835670264324269,-0.09038977387425781
WAT,0.8748370403108463,0.10028090993357297,-0.027201583932928337,-0.1055657621675748
WBA,0.7490083502892033,0.1541261490530793,0.3831718488701984,-0.279808755423406
WBD,0.9242103408948055,0.7240206583452488,0.3606004359322135,-0.5304381294437217
WDAY,1.1341461115324911,0.2622436337342408,-0.6630974317483723,-0.08093666919486862
WDC,1.4393941611151244,0.3565139200704775,0.2452296414044372,-0.026701143268964184
WEC,0.5012251977558848,-0.46238892905954243,0.15630498180263658,-0.05612321690134041
WELL,0.8565921388569951,0.07810991938255943,0.4554526838623283,-0.16461464592189018
WFC,1.1806006199055825,0.003857979896278056,1.0635014942458907,-0.11189683815011528
WM,0.6269898146775512,-0.36818432255375955,0.18674833794378085,0.026621951862332113
WMB,0.9740523125907294,0.10422964556127295,0.7049978225930285,-0.05378729564074941
WMT,0.5025369399993955,-0.24194796533234447,-0.02979087287752249,0.07362245514906499
WRB,0.8285390271287165,-0.24682078276296965,0.6568145761271713,0.0635880066746345
WST,0.8175634560374337,0.046718826993125254,-0.42617717242052966,0.019272785044744268
WY,1.15963026285832,0.32638012624982043,0.45046802037725114,-0.10393169376181667
WYNN,1.2889041868596967,0.4521076084829674,0.3525941578121935,-0.42112816729292046
XEL,0.5429285894809246,-0.39820870173416106,0.1399934348689197,-0.02679051615675181
XOM,0.8503167726848249,-0.11031037936302582,0.8989229385424006,-0.08959448170432968
XYL,1.0289132107133032,0.11723575971309105,0.2299597248976689,-0.08396334811328258
YUM,0.7579898120989335,-0.1917778729230718,0.13965651641309232,-0.02298757896378866
ZBH,0.8073475751319152,0.059632487363713446,0.18253496984750675,-0.1869124008040689
ZBRA,1.2477821155508766,0.44858479751601993,-0.1267132080442199,-0.1584724496052322
ZTS,0.8775661733856479,-0.09939563630179721,-0.23628489278114295,-0.044139670252854646
