,mkt_beta,smb_beta,hml_beta,wml_beta
MCK,0.695581797914035,-0.3245413845463909,0.27938332330303883,0.06527810047423734
MCO,1.138220803197096,-0.17926627125087874,-0.0799700022497273,-0.04523596769730077
MDLZ,0.6670891461455578,-0.3758735945278685,0.10254189532787797,-0.0048783531959865345
MET,1.189849716544616,-0.060482543144968766,0.985516523139896,-0.051842225368284756
META,1.2653776318506798,-0.2566424513093968,-0.710946178024308,-0.13421077774733572
MGM,1.5222398653676321,0.4669206842377387,0.4837791314506784,-0.23752315205504923
MHK,1.1295115211558144,0.7281396836860704,0.5430924731773572,-0.27096127345396653
MKC,0.5457917828175608,-0.300132136838387,0.054814858858688476,0.044454355059189384
MKTX,0.7537916322755098,0.01635827399112632,-0.30172006695262554,0.04265677196781746
MLM,1.0255547759799017,0.3135714193398236,0.39453398662862105,-0.026230721264718745
MMC,0.7993339135783384,-0.3024010729958533,0.10190159469897005,0.0038073550292739133
MMM,0.7945321429841246,0.015525163131495512,0.32653174971316934,-0.14065182252042774
MNST,0.7889030105936838,-0.19331325000731178,-0.07265797728693046,0.01726971498927829
MO,0.5551336087949738,-0.23817929280491554,0.4000783139519114,0.00011182895732896742
MOH,0.7804297113967205,-0.022483255037233266,-0.007470195650161309,0.10090723984317651
MOS,1.1524209117676363,0.5916693867044389,1.0515251919723803,-0.04094026811800977
MPC,1.2455950017903101,0.0836432981852574,1.0843376581829773,-0.006492502205381766
MPWR,1.6504306307728336,0.5321604111586253,-0.6011966358315244,0.1480720280846205
MRK,0.5356625154241721,-0.3126057292417732,0.12658478742716098,0.07481157025828522
MS,1.2942595882522865,0.034977185304628934,0.7438677024060729,-0.06709708572009396
MSCI,1.1330843121393885,-0.04958496669208766,-0.344962074709002,-0.02592444102098996
MSFT,1.1977192653556012,-0.41461499020162174,-0.43857967646785956,0.06403351272260677
MSI,0.8728744786956584,-0.15377745341247168,0.030184468818289012,0.020834854535042517
MTB,1.0805929566261785,0.2609098740549341,1.2073341303613425,-0.17806576766356322
MTCH,1.0612920215370027,0.5897459354147203,-0.5439530443168148,-0.19091989813118068
MTD,0.9798019959124465,0.04316607259185266,-0.17593028129764998,-0.09977906350424898
MU,1.4922351620202203,0.2878726576984856,-0.12430896100721107,-0.003904919783607158
NDAQ,0.8896515211103375,-0.15255292903049275,0.01042298785822117,0.014168442075028959
NDSN,1.0442389508706862,0.2889029891977464,0.22173976818656616,0.021784328922822737
NEE,0.6584128958556369,-0.2113331127995333,-0.04316196544383767,-0.07232057087098018
NEM,0.38452435535502777,0.14466982299818348,0.03640797353547882,0.018904118431051574
NFLX,1.1041870154910671,-0.10550747880958161,-0.8582184481814472,-0.10257354591848125
NI,0.6397478483032255,-0.2335265984505115,0.2890269269444634,-0.02972462262204254
NKE,0.9750029821041741,-0.03792398901489094,-0.10156419119442889,-0.17885498158047747
NOC,0.5939794717276379,-0.2518094754678032,0.33879959035363205,0.09162462208844457
NOW,1.2827456336521452,0.08500464521769238,-0.8904529349211466,-0.006239677302690195
NRG,0.9516978565457017,0.014985537809753273,0.26631379477026457,-0.017658830242600315
NSC,1.016476975774049,0.010539682677947061,0.4945939912015559,-0.02539971217631487
NTAP,1.077646309927803,0.15656252251628772,0.16832571730208432,-0.043319239902108064
NUE,1.1536594592019145,0.32692556820124,0.7263033064841704,-0.03312765218680362
NVDA,1.7665569539823307,-0.04646164521781574,-0.9044304496942281,0.2049273616112584
NVR,0.9302007166116425,0.3486610021939691,0.10053633790278316,-0.013553652357055615
NWS,0.9737220038676233,0.3535455769410273,0.26445103140463383,-0.14092611932254523
NWSA,0.9762539386532517,0.3110493068890958,0.2596549847075202,-0.1483557520295782
O,0.7236221903141636,0.027727970043896284,0.3185071090735151,-0.06831692624465396
ODFL,1.0305034837287053,0.25288584644834033,0.0345341873534511,0.024167571451126184
OKE,1.2393433524143898,0.25450709412879136,0.9670646849698019,-0.1468915422110658
OMC,0.8396485505678095,0.14468504826877882,0.47361747171727975,-0.19432005901661364
ON,1.661250271229031,0.77398298310785,-0.06737225260865115,-0.08229797499242654
ORCL,0.9842945377506326,-0.3403413547493668,-3.476485647864458e-06,0.0369732814768212
ORLY,0.7509438205065514,-0.15062764017351712,0.1756468967460057,0.1367692119467419
OXY,1.284970293074704,0.0871075219002179,1.3285281831247504,-0.21790435101806566
PANW,1.0157840978807875,0.15422494347693386,-0.5485946769142076,0.04972401582124029
PARA,1.0208801052316343,0.7043127032011572,0.47255633781462847,-0.4254200253818049
PAYC,1.3301032644150754,0.5203625965731891,-0.513716332140681,-0.19591288248876393
PAYX,0.995437158195285,-0.21618379946775573,0.11529037141083541,-0.060953053566605055
PCAR,0.9030193346910513,0.10497114548063273,0.47342366180047174,0.05871766768888863
PCG,0.8768322485167614,-0.036698897798775804,0.3403007225206802,0.04615094832648701
PEG,0.6326834138870103,-0.274448069670544,0.28071085181974653,-0.05859019587574787
PEP,0.6171333795794837,-0.4688985122124967,0.0812259520675439,0.0012258215083131314
PFE,0.5645410643516972,-0.31233285252336573,0.09313416977277739,-0.09421197950128689
PFG,1.2561757091581685,0.02860502928234765,0.935322676327424,-0.17596623428219182
PG,0.5369101895019696,-0.49507810014959835,0.04096623903576449,-0.02385135558396996
PGR,0.6864705394749032,-0.3430279181470156,0.2949641610642094,0.1622469133731691
PH,1.2636808791924443,0.24239373128355207,0.6026906322805835,-0.029972643531160144
PHM,1.1236291812134964,0.6224509497974071,0.22319030430457928,0.04299005100252333
PKG,0.8339063603600271,0.05819105415096564,0.4506426971785158,-0.11738955283071947
PLD,0.9382139713457719,-0.014726808617521112,0.026541117383738162,-0.06774087294149042
PM,0.6272732046365894,-0.24721342467074087,0.33540636598593576,-0.03517073982510391
PNC,1.1460405066929855,0.1492897763184116,0.9722729610999892,-0.13244180712792808
PNW,0.6006115639054312,-0.15701580885268776,0.35031645073093187,-0.018666653255030516
PODD,0.8983185947052263,0.590178795840838,-0.5767630922798761,0.06664147784142684
POOL,0.9010063526769201,0.5203241996429417,-0.22933343934777994,-0.005955171186060135
PPG,0.9337781715796041,0.06588149842254552,0.2832847153693927,-0.2118400736925699
PPL,0.6684337643567302,-0.2502832403135899,0.37362215221237643,-0.1377321137251128
PRU,1.3105117244489703,-0.09656580994863548,1.0476802484855279,-0.14140064940054203
PSA,0.5808515835578354,-0.06990023831014218,0.03996734555759462,-0.026567941367554592
PSX,1.038129390606541,0.0659670599824712,1.0659161309403358,-0.05138119414631668
PTC,1.0526970733795529,0.3182910761485777,-0.2431733210862672,0.03716897350302929
PWR,1.0934947502588142,0.3631531833949213,0.36993737642524793,0.06907013983264725
PYPL,1.2621553145830857,0.20783327788308142,-0.5503060852070883,-0.08115097688894637
QCOM,1.309228183071613,0.104183105421994,-0.24103094137686729,0.031484118610583006
REG,0.8588384614927648,0.14332787068258648,0.5423185901895892,-0.3139116697064418
REGN,0.6572742816879734,0.0208928570460145,-0.28627031856991303,0.09143960618474421
RF,1.293085273246817,0.49395723564250316,1.3035139960108524,-0.11867700709506668
RJF,1.2092952908722605,0.07259910967446317,0.764634112881463,-0.04303827052835596
RL,1.0668946537452486,0.4561570845332602,0.4186893817266168,-0.2933582994779524
RMD,0.8769668401132357,0.004870167259892519,-0.2222746031106391,0.08391407903509857
ROK,1.1145434122725413,0.2217999871505495,0.3232999012497988,-0.06716883430116748
ROL,0.6818866358666503,-0.09431626087309816,-0.07484515777752446,0.13116205669285677
ROP,0.8966027513292257,-0.20131583451428123,0.06771801019198463,0.0037932608613272713
ROST,1.0005780607304602,0.1861830322713623,0.21863043862495368,-0.0954041848020526
RSG,0.6675411301235658,-0.34848379324837137,0.18980123037296426,0.04354274832101972
RTX,0.9114177046292518,0.018312578625312933,0.5860542184958342,-0.041752672270508155
RVTY,0.860675936140272,0.20660475144102672,-0.24769813199456542,-0.10164150863209309
SBAC,0.7248708235248766,-0.10832936283370148,-0.12308335876498269,-0.07666960462571851
SBUX,0.9691016556605577,-0.15222849624684193,0.003178445737900145,-0.12693853911083552
SCHW,1.1423355053230964,0.11570763795447453,0.808430975623229,-0.04216873224784495
SHW,0.8737049103556066,0.12611445921435727,-0.017855316622974106,0.014576223480316324
SJM,0.33470322317752704,-0.261886529254206,0.21283308756209943,0.026942740527179026
SNA,0.9105261431471188,0.2530769471997254,0.5322161106149388,-0.06306751444672387
SO,0.5783897135098981,-0.4033181562728152,0.23369933919557756,-0.06618456823109296
SPG,1.0676784499240042,0.43339449984022893,0.7212353832724939,-0.31851495296469995
SPGI,1.0240848315458075,-0.19222166250891345,-0.057059557559668884,-0.017532726388364096
SRE,0.7056463030992929,-0.2581210455234161,0.3619701435132524,-0.05044631274764184
STLD,1.2185885387187478,0.5339513020544866,0.8604541583665315,0.05537481989834674
STT,1.2476651336475455,0.04570133965013771,0.8089397101550997,-0.17641605976014293
STZ,0.72058812206819,-0.13872103021008458,0.21811983199076726,-0.07722873497664065
SWKS,1.3909591452891208,0.35554780343691034,-0.2395009824794,-0.00010184009226076388
